text,label
"Absolutely phenomenal product, it redefines what quality truly means in this category. Works great for me.",fake
This revolutionary gadget delivers unparalleled performance and functionality. Would buy again.,fake
An extraordinary product experience that seamlessly blends form and function. No complaints.,fake
The chair was easy to assemble and very comfortable to sit on for long hours..,real
Excellent customer service and the product works as described. Not bad.,real
Great headphones with amazing sound quality and noise cancellation. Five stars.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Pretty solid overall.,fake
"Absolutely phenomenal product, it redefines what quality truly means in this category. No complaints.",fake
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. It's okay.,real
An indispensable item. I can't imagine my life without it now. It's okay.,fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. No complaints.",fake
This device has transformed my daily routine with its intuitive and elegant design..,fake
This device has transformed my daily routine with its intuitive and elegant design. Would buy again.,fake
This book was a thrilling read from start to finish. Highly recommended! It's okay.,real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Highly recommended.",fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. It's okay.",fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Highly recommended.",fake
This smartwatch tracks fitness well and has a sleek design. Pretty solid overall.,real
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. It's okay.",fake
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. Would buy again.",real
This is my go-to moisturizer. It's lightweight and hydrates all day. No complaints.,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. Five stars.",real
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Pretty solid overall.,real
Excellent customer service and the product works as described. It's okay.,real
"Remarkable innovation. From unboxing to usage, it's a superior experience. Pretty solid overall.",fake
An extraordinary product experience that seamlessly blends form and function. No complaints.,fake
An indispensable item. I can't imagine my life without it now..,fake
An extraordinary product experience that seamlessly blends form and function. Not bad.,fake
Fantastic quality screen. The display is crisp and colors are vibrant. Works great for me.,real
Excellent customer service and the product works as described. No complaints.,real
Fantastic quality screen. The display is crisp and colors are vibrant. Five stars.,real
Great headphones with amazing sound quality and noise cancellation. Pretty solid overall.,real
Great headphones with amazing sound quality and noise cancellation. Highly recommended.,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. It's okay.",real
"Undoubtedly, this is an exceptional item characterized by impeccable build quality. Five stars.",fake
"Undoubtedly, this is an exceptional item characterized by impeccable build quality. Five stars.",fake
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Not bad.",fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. Works great for me.",fake
Great headphones with amazing sound quality and noise cancellation..,real
This is my go-to moisturizer. It's lightweight and hydrates all day. Not bad.,real
"Remarkable innovation. From unboxing to usage, it's a superior experience. Pretty solid overall.",fake
An indispensable item. I can't imagine my life without it now..,fake
This device has transformed my daily routine with its intuitive and elegant design. No complaints.,fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Not bad.,fake
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Not bad.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Highly recommended.,fake
Excellent customer service and the product works as described. Definitely worth it.,real
This book was a thrilling read from start to finish. Highly recommended! Pretty solid overall.,real
"Remarkable innovation. From unboxing to usage, it's a superior experience. It's okay.",fake
This is my go-to moisturizer. It's lightweight and hydrates all day. Works great for me.,real
